publicationId,title,year,authors,sourceOrVenue,publicationType,doi,url,facultyRelationships,researchThemes,geomaticsApproaches,visibility,bibliographicStatus,sourceProvenance,internalNotes,sourceRows,sourceReviewStatuses
drones4bluecarbonseagrass-a-capacity-building-program-for-mapping-seagrasses-u-09d55380,DRONES4BLUECARBONSEAGRASS: A Capacity-Building Program for Mapping Seagrasses using Unmanned Aerial System (UAS) Technology in the Philippines,2024,"C Candido, A Blanco, A Tamondong, K Martinez, K Nadaoka","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-x-5-2024-9-2024,https://doi.org/10.5194/isprs-annals-x-5-2024-9-2024,ariel-c-blanco|ayin-m-tamondong,coastal-marine-systems|urban-sustainable-systems,lidar-photogrammetry-3d-geomatics,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"119,264",READY - supported title and year
eighth-geoinformation-science-symposium-2023-geoinformation-science-for-sustai-586fe7ba,Eighth Geoinformation Science Symposium 2023: Geoinformation Science for Sustainable Planet,2024,"A Blanco, AB Rimba, C Roelfsema, S Arjasakusuma","Proc. of SPIE Vol 12977, 1297701-1",other,,,ariel-c-blanco,,,internal,source-supported,Supplied Google Scholar profile copy,,175,READY - supported title and year
enhancement-of-the-field-assessment-protocols-and-suitability-maps-for-coconut-8aa6d959,Enhancement of the Field Assessment Protocols and Suitability Maps for Coconut,2024,"JT Francisco, JD Casisirano, AC Blanco, RL Rivera, LH Canja, ...","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,ariel-c-blanco,ecosystems-biodiversity-land-change,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,91,READY - supported title and year
enhancing-government-capacity-for-air-quality-management-in-the-philippines-th-2129375d,Enhancing Government Capacity for Air Quality Management in the Philippines through Geospatial Technologies: A Case of Project AiRMoVE,2024,"R Ramos, A Tamondong, RA Torres, BA Recto, K Panlilio, ML Tinio, ...","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-x-5-2024-151-2024,https://doi.org/10.5194/isprs-annals-x-5-2024-151-2024,ayin-m-tamondong,urban-sustainable-systems|water-air-environmental-quality,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,272,READY - supported title and year
fishpond-status-mapping-using-radar-remote-sensing-2024-b1ea1afd,Fishpond status mapping using radar remote sensing,2024,"J Dumalag, AC Blanco, AM Tamondong","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,10.5194/isprs-archives-xlviii-4-w8-2023-195-2024,https://doi.org/10.5194/isprs-archives-xlviii-4-w8-2023-195-2024,ariel-c-blanco|ayin-m-tamondong,coastal-marine-systems,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"103,259",READY - supported title and year
increasing-the-awareness-of-the-benefits-of-earth-observation-applications-thr-90916ecc,Increasing the Awareness of the Benefits of Earth Observation Applications through the Space Information Infrastructure Capacity Building and Training Program (SIICaP),2024,"CN Pante, K Bantay, NJ Borlongan, JP Almonte, RK Aranas, A Blanco","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,ariel-c-blanco,urban-sustainable-systems,earth-observation-remote-sensing|geovisualization-decision-support,internal,source-supported,Supplied Google Scholar profile copy,,172,READY - supported title and year
integration-of-stumpf-s-ratio-model-and-random-forest-for-satellite-derived-ba-9a746a0b,Integration of Stumpf's ratio model and random forest for satellite-derived bathymetry estimation,2024,"GAM Narciso, AM Tamondong, AC Blanco","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,10.5194/isprs-archives-xlviii-4-w8-2023-387-2024,https://doi.org/10.5194/isprs-archives-xlviii-4-w8-2023-387-2024,ariel-c-blanco|ayin-m-tamondong,coastal-marine-systems|ecosystems-biodiversity-land-change,earth-observation-remote-sensing|geoai-spatial-data-science,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"102,258",READY - supported title and year
investigating-the-relationship-of-water-quality-on-land-cover-change-in-boraca-36a6e44b,Investigating the Relationship of Water Quality on Land Cover Change in Boracay Island,2024,"DB Cabuyadao, CP Paladin, AM Tamondong, JM Medina","The International Archives of Photogrammetry, Remote Sensing and Spatial …",other,10.5194/isprs-archives-xlviii-4-w8-2023-85-2024,https://doi.org/10.5194/isprs-archives-xlviii-4-w8-2023-85-2024,ayin-m-tamondong|jommer-m-medina,ecosystems-biodiversity-land-change|water-air-environmental-quality,,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"289,340",READY - supported title and year
mapping-and-assessment-of-burned-areas-in-rizal-palawan-using-sar-burned-and-v-cd95aecf,"Mapping and assessment of burned areas in Rizal, Palawan using SAR burned and vegetation indices",2024,"D Vergara, CPI Canlas, AC Blanco",Eighth Geoinformation Science Symposium 2023: Geoinformation Science for …,other,,,ariel-c-blanco,ecosystems-biodiversity-land-change,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,,104,READY - supported title and year
mapping-and-assessment-of-slash-and-burn-farming-in-palawan-philippines-using-b56c8cc0,"Mapping and assessment of slash-and-burn farming in Palawan, Philippines using various fire and burnt area products",2024,"CPI Canlas, AC Blanco",Eighth Geoinformation Science Symposium 2023: Geoinformation Science for …,other,,,ariel-c-blanco,ecosystems-biodiversity-land-change,,internal,source-supported,Supplied Google Scholar profile copy,,144,READY - supported title and year
mapping-and-assessment-of-the-spatial-and-temporal-distribution-of-turbidity-i-60123062,MAPPING AND ASSESSMENT OF THE SPATIAL AND TEMPORAL DISTRIBUTION OF TURBIDITY IN LAKE BUHI FROM SENTINEL-2 IMAGES USING GEOGRAPHICALLY WEIGHTED REGRESSION AND NORMALIZED DIFFERENCE TURBIDITY INDEX,2024,"KAN Amaro, LMG Cortez, JM Medina, AC Blanco","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,10.5194/isprs-archives-XLVIII-4-W9-2024-29-2024,https://doi.org/10.5194/isprs-archives-XLVIII-4-W9-2024-29-2024,ariel-c-blanco|jommer-m-medina,water-air-environmental-quality,earth-observation-remote-sensing|gis-spatial-analytics,internal,verified,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"72,322",READY - supported title and year
mindoro-oil-spill-progress-monitoring-using-satellite-imagery-2024-8fd62655,Mindoro oil spill progress monitoring using satellite imagery,2024,"RM de la Cruz, D Vergara, JIA Tabardillo, AJC Sabuito, NJB Borlongan, ...","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,ariel-c-blanco,coastal-marine-systems,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,,143,READY - supported title and year
multisource-and-multitemporal-land-cover-mapping-of-greater-luzon-island-using-4a0a566f,Multisource and multitemporal land cover mapping of Greater Luzon Island using Google Earth Engine,2024,"CG Candido, AC Blanco, NJB Borlongan, RM de la Cruz","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,ariel-c-blanco,ecosystems-biodiversity-land-change,,internal,source-supported,Supplied Google Scholar profile copy,,142,READY - supported title and year
onion-mapping-using-prisma-hyperspectral-image-comparative-analysis-of-k-means-82fc9834,Onion mapping using PRISMA hyperspectral image: comparative analysis of K-means classification and linear spectral unmixing,2024,"RR Diwa, KAE Cabello, AC Blanco","Multispectral, Hyperspectral, and Ultraspectral Remote Sensing Technology …",other,,,ariel-c-blanco,,earth-observation-remote-sensing|geoai-spatial-data-science,internal,source-supported,Supplied Google Scholar profile copy,,171,READY - supported title and year
optimization-of-space-data-development-and-distribution-and-capacity-building-8f8a31fc,Optimization of Space Data Development and Distribution and Capacity Building in the Philippines through the PhilSA Integrated Network for Space Enabled Actions towards Sustainability (PINAS) Project,2024,"PA Young, A Blanco, J Pangasinan","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-X-5-2024-235-2024,https://doi.org/10.5194/isprs-annals-X-5-2024-235-2024,ariel-c-blanco,urban-sustainable-systems,,internal,verified,Supplied Google Scholar profile copy,,173,READY - supported title and year
riverine-inputs-into-manila-bay-philippines-potentially-drive-changes-in-chlor-b9c69a3e,"Riverine inputs into Manila Bay, Philippines potentially drive changes in chlorophyll-a and total suspended matter concentrations measured from MODIS",2024,"PCM Flores, RA Torres, A Manuel, J Medina, LT David, AC Blanco",Eighth Geoinformation Science Symposium 2023: Geoinformation Science for …,other,,,ariel-c-blanco|jommer-m-medina,water-air-environmental-quality,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"121,329",READY - supported title and year
shoreline-change-analysis-in-new-washington-aklan-using-digital-shoreline-anal-b596779a,"Shoreline change analysis in New Washington, Aklan using Digital Shoreline Analysis System (DSAS)",2024,"A Nerves, FD Rivera, A Blanco, Y Tirol, K Nadaoka","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,ariel-c-blanco,coastal-marine-systems,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,59,READY - supported title and year
site-suitability-analysis-of-salt-farms-in-pangasinan-using-geospatial-data-an-ca33e9dd,Site Suitability Analysis of Salt Farms in Pangasinan Using Geospatial Data and Analytic Hierarchy Process,2024,"A Carrido, JSR Melgarejo, JA Principe, JM Medina","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,jommer-m-medina,,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,331,READY - supported title and year
space-data-dashboard-empowering-institutions-and-citizens-with-seamless-space-d5f93c63,Space+ data dashboard: Empowering institutions and citizens with seamless space data access,2024,"DC Fargas Jr, RM de la Cruz, AC Blanco","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,ariel-c-blanco,,geovisualization-decision-support,internal,source-supported,Supplied Google Scholar profile copy,,92,READY - supported title and year
spatiotemporal-analysis-of-traffic-accidents-hotspots-using-twitter-data-the-c-2c5a512d,Spatiotemporal analysis of traffic accidents hotspots using Twitter data: the case of Quezon City,2024,"MG Ugalino Jr, JBB Guillermo, CJS Sarmiento, EEE Elazegui",Eighth Geoinformation Science Symposium 2023: Geoinformation Science for …,other,,,erica-erin-e-elazegui,urban-sustainable-systems,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,311,READY - supported title and year
supervised-image-classification-model-for-coral-bleaching-detection-using-a-bi-e48ce5cb,Supervised image classification model for coral bleaching detection using a bi-temporal Sentinel-2 image stack,2024,"GAM Narciso, AM Tamondong, AC Blanco, T Nakamura, K Nadaoka","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,10.5194/isprs-archives-xlviii-4-w8-2023-395-2024,https://doi.org/10.5194/isprs-archives-xlviii-4-w8-2023-395-2024,ariel-c-blanco|ayin-m-tamondong,coastal-marine-systems,earth-observation-remote-sensing|geoai-spatial-data-science,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"100,256",READY - supported title and year
time-series-analysis-of-satellite-based-trace-gases-concentrations-in-port-are-6d211bdd,Time-Series Analysis of Satellite-Based Trace Gases Concentrations in Port Areas in the Philippines Using SENTINEL-5P,2024,"LA Aporto, M Latunio, RV Ramos, AM Tamondong","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,10.5194/isprs-archives-xlviii-4-w8-2023-9-2024,https://doi.org/10.5194/isprs-archives-xlviii-4-w8-2023-9-2024,ayin-m-tamondong,water-air-environmental-quality,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,,287,READY - supported title and year
towards-nationwide-mapping-of-seagrasses-in-the-philippines-empowering-student-0317af6f,Towards nationwide mapping of seagrasses in the Philippines: empowering students through remote sensing education,2024,"A Tamondong, A Blanco, K Martinez, C Candido, K Nadaoka","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-x-5-2024-205-2024,https://doi.org/10.5194/isprs-annals-x-5-2024-205-2024,ariel-c-blanco|ayin-m-tamondong,coastal-marine-systems,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"120,265",READY - supported title and year
tree-planting-prioritization-in-national-capital-region-philippines-using-remo-2fc44930,"Tree Planting Prioritization in National Capital Region, Philippines Using Remote Sensing, Analytic Hierarchy Process and Gis",2024,"J Casisirano, M Tuminting, RV Ramos, JM Medina","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,jommer-m-medina,ecosystems-biodiversity-land-change,earth-observation-remote-sensing|gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,326,READY - supported title and year
typhoon-karding-noru-storm-surge-analysis-using-the-coawst-modeling-system-202-a439b572,Typhoon Karding (Noru) storm surge analysis using the Coawst modeling system,2024,"LIJ Nioko, KMC Tablang, AM Tamondong, M Ang, DM Bautista","The international archives of the photogrammetry, remote sensing and spatial …",other,10.5194/isprs-archives-xlviii-4-w8-2023-403-2024,https://doi.org/10.5194/isprs-archives-xlviii-4-w8-2023-403-2024,ayin-m-tamondong,climate-hazards-resilience,environmental-spatial-modeling,internal,source-supported,Supplied Google Scholar profile copy,,257,READY - supported title and year
validating-the-philippine-mangrove-map-2023-through-capacity-building-and-crow-29aed7c9,Validating the Philippine Mangrove Map 2023 through capacity building and crowdsourcing,2024,"CDC Zablan, KM Bantay, AC Blanco, AM Bedi, DC Fargas Jr, ...","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,ariel-c-blanco,coastal-marine-systems|urban-sustainable-systems,,internal,source-supported,Supplied Google Scholar profile copy,,141,READY - supported title and year
a-geospatial-approach-for-the-assessment-and-management-prioritization-of-phil-78904b46,A Geospatial Approach for the Assessment and Management Prioritization of Philippine Terrestrial Key Biodiversity Areas: Towards Meeting Global Sustainability Targets,2025,MA Cruz,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,margaux-angelica-a-cruz,ecosystems-biodiversity-land-change,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,347,READY - supported title and year
aboveground-biomass-estimation-of-an-old-growth-mangrove-forest-using-airborne-a3ab47da,Aboveground biomass estimation of an old‐growth mangrove forest using airborne LiDAR in the Philippines,2025,"MSH Mandal, R Suwa, RN Rollon, GMG Albano, GAA Cruz, K Ono, ...","Ecological Research 40 (2), 120-132",other,,,ariel-c-blanco,coastal-marine-systems|ecosystems-biodiversity-land-change,lidar-photogrammetry-3d-geomatics,internal,source-supported,Supplied Google Scholar profile copy,,118,READY - supported title and year
estimation-of-pm-concentrations-in-the-philippines-using-sentinel-5p-and-artif-c639970c,Estimation of PM concentrations in the Philippines using Sentinel-5P and artificial neural network,2025,"MAS De Hitta, EC Castro, AC Blanco, MJB Felix","Remote Sensing of the Atmosphere, Clouds, and Precipitation VIII 13262, 129-142",other,,,ariel-c-blanco,water-air-environmental-quality,earth-observation-remote-sensing|geoai-spatial-data-science,internal,source-supported,Supplied Google Scholar profile copy,,140,READY - supported title and year
impact-of-land-cover-change-on-hydrology-and-coastal-water-quality-a-case-stud-d337d40e,Impact of Land Cover Change on Hydrology and Coastal Water Quality: a Case Study of the Agno River Basin Using Swat,2025,"MMT Aguila, JZ Malimban, AM Tamondong, JA Principe",IGARSS 2025-2025 IEEE International Geoscience and Remote Sensing Symposium …,other,10.1109/igarss55030.2025.11243295,https://doi.org/10.1109/igarss55030.2025.11243295,ayin-m-tamondong,coastal-marine-systems|ecosystems-biodiversity-land-change|water-air-environmental-quality,environmental-spatial-modeling,internal,source-supported,Supplied Google Scholar profile copy,,271,READY - supported title and year
integrated-approach-for-coral-reef-conservation-and-rehabilitation-in-the-phil-9922e890,INTEGRATED APPROACH FOR CORAL REEF CONSERVATION AND REHABILITATION IN THE PHILIPPINES,2025,"H TAKASUNA, K YAMAKI, T NAKAMURA, WL CAMPOS, ...",Proceedings of the 41st IAHR World Congress–Innovative Water Eng. for …,other,10.64697/978-90-835589-7-4_41wc-p1758-cd,https://doi.org/10.64697/978-90-835589-7-4_41wc-p1758-cd,ayin-m-tamondong,coastal-marine-systems,,internal,source-supported,Supplied Google Scholar profile copy,,286,READY - supported title and year
mapping-grassfire-burn-severity-with-sentinel-2-super-resolution-and-blacksky-0a367f10,"Mapping grassfire burn severity with Sentinel-2 super-resolution and BlackSky imagery: a case study of the 2025 Grassfire in Zambales, Philippines",2025,"KAE Cabello, ARS Velasco, AC Blanco","IOP Conference Series: Earth and Environmental Science 1551 (1), 012007",other,,,ariel-c-blanco,ecosystems-biodiversity-land-change,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,,139,READY - supported title and year
mapping-the-benthic-habitats-of-boracay-and-santa-cruz-islands-philippines-usi-faa1deb8,"Mapping the benthic habitats of Boracay and Santa Cruz Islands, Philippines using Sentinel-2 imagery and random forest classification in Google Earth Engine",2025,"KM Bantay, CG Candido, AC Blanco","Active and Passive Remote Sensing of Oceans, Seas, and Lakes 13264, 47-55",other,,,ariel-c-blanco,coastal-marine-systems|ecosystems-biodiversity-land-change,earth-observation-remote-sensing|geoai-spatial-data-science,internal,source-supported,Supplied Google Scholar profile copy,,170,READY - supported title and year
optimizing-blue-carbon-information-as-a-complementary-strategy-to-mangrove-con-32fe2403,"OPTIMIZING"" BLUE CARBON"" INFORMATION AS A COMPLEMENTARY STRATEGY TO MANGROVE CONSERVATION AND RESTORATION: A META-ANALYSIS ON CARBON STOCKS IN PHILIPPINE MANGROVES",2025,"SG Salmo, RC Corcino, ME Gerona-Daga, CF Naputo, KD Ticman, ...","BULLETIN OF MARINE SCIENCE 101 (3), 1673-1673",other,,,ariel-c-blanco,coastal-marine-systems,,internal,source-supported,Supplied Google Scholar profile copy,,169,READY - supported title and year
a-framework-for-the-development-of-digital-spatial-weights-using-social-media-1ca191a8,A Framework for the Development of Digital Spatial Weights using Social Media Data: Methodological Foundation and Initial Analysis,2026,"EEE Elazegui, AC Blanco, BG Carcellar III","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,ariel-c-blanco|erica-erin-e-elazegui,urban-sustainable-systems,,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"162,304",READY - supported title and year
aboveground-biomass-estimation-of-rice-crops-oryza-sativa-l-utilizing-paramete-8a3dcdc2,Aboveground Biomass Estimation of Rice Crops (Oryza sativa L.) Utilizing Parameters Derived From UAV-Based LiDAR And Multispectral Satellite Sensors,2026,"CL Gadrinab, JJS Israel, AM Tamondong, RT Bahia","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,10.5194/isprs-archives-xlviii-5-w4-2025-111-2026,https://doi.org/10.5194/isprs-archives-xlviii-5-w4-2025-111-2026,ayin-m-tamondong,ecosystems-biodiversity-land-change,earth-observation-remote-sensing|lidar-photogrammetry-3d-geomatics,internal,source-supported,Supplied Google Scholar profile copy,,280,READY - supported title and year
analyzing-economic-spatial-patterns-of-the-metro-manila-urban-agglomeration-us-d0ad1c0f,Analyzing Economic Spatial Patterns of the Metro Manila Urban Agglomeration using Nighttime Light Data,2026,"CLS Paliza, KJS Swin, EEE Elazegui, ARC Claridades","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,erica-erin-e-elazegui,urban-sustainable-systems,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,307,READY - supported title and year
analyzing-urban-agglomeration-patterns-and-economic-development-in-metro-manil-2860fd08,Analyzing Urban Agglomeration Patterns and Economic Development in Metro Manila using Social Network Analysis,2026,"KJS Swin, CLS Paliza, EEE Elazegui, RC Claridades","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,erica-erin-e-elazegui,urban-sustainable-systems,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,306,READY - supported title and year
assessing-the-impact-of-sun-glint-on-seagrass-and-benthic-habitat-classificati-f4179baf,Assessing the Impact of Sun Glint on Seagrass and Benthic Habitat Classification Accuracy across various Algorithms using PlanetScope Imagery,2026,MA Cruz,"The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,margaux-angelica-a-cruz,coastal-marine-systems|ecosystems-biodiversity-land-change,earth-observation-remote-sensing|geoai-spatial-data-science,internal,source-supported,Supplied Google Scholar profile copy,,345,READY - supported title and year
assessing-the-relationship-between-coastal-reclamation-and-seagrass-ecosystems-f7d54864,"Assessing the Relationship between Coastal Reclamation and Seagrass Ecosystems in Coron, Palawan using Multitemporal Remote Sensing, Shoreline Change Analysis, and Turbidity Mapping",2026,"JPB Galan, DDO Gonzales, AM Tamondong, AL Quiros","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-X-5-W4-2025-253-2026,https://doi.org/10.5194/isprs-annals-X-5-W4-2025-253-2026,ayin-m-tamondong,coastal-marine-systems|water-air-environmental-quality,earth-observation-remote-sensing,internal,verified,Supplied Google Scholar profile copy,,270,READY - supported title and year
assessment-of-coastal-zone-changes-and-relative-bathymetry-in-dingalan-aurora-5728fc2c,"Assessment of Coastal Zone Changes and Relative Bathymetry in Dingalan, Aurora Using Remote Sensing Techniques",2026,"CJI Alonzo, GAM Rondin, JA Principe, AM Tamondong","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-x-5-w4-2025-27-2026,https://doi.org/10.5194/isprs-annals-x-5-w4-2025-27-2026,ayin-m-tamondong,coastal-marine-systems,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,,284,READY - supported title and year
assessment-of-groundwater-potential-in-north-central-palawan-using-remote-sens-546b1a0e,Assessment of Groundwater Potential in North-Central Palawan using Remote Sensing and Geophysical Analysis of Fractured Basement Aquifers,2026,"JG Cuevas, JEE Cari, JA Principe, AM Tamondong, CB Dimalanta, ...","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-x-5-w4-2025-197-2026,https://doi.org/10.5194/isprs-annals-x-5-w4-2025-197-2026,ayin-m-tamondong,water-air-environmental-quality,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,,278,READY - supported title and year
assessment-of-metro-manila-urban-parks-cooling-effect-based-on-landscape-metri-5505b543,Assessment of Metro Manila Urban Parks’ Cooling Effect Based on Landscape Metrics Using Threshold Value of Efficiency (TVoE) Approach,2026,"JC Guadalupe, JDG Gorospe, EEE Elazegui, JB Babaan-Mabaquiao","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,erica-erin-e-elazegui,urban-sustainable-systems,,internal,source-supported,Supplied Google Scholar profile copy,,309,READY - supported title and year
change-detection-of-invasive-swietenia-macrophylla-mahogany-in-bohol-man-made-2075b75d,Change Detection of Invasive Swietenia macrophylla (Mahogany) in Bohol Man-Made Forest from 2013-2023 Through Vegetation and Soil Spectral Indices Using Landsat 8 in Google Earth Engine,2026,"MJJ Broqueza, BG Agamao, CL Gadrinab, HM Porlares, EEE Elazegui","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-X-5-W4-2025-97-2026,https://doi.org/10.5194/isprs-annals-X-5-W4-2025-97-2026,erica-erin-e-elazegui,ecosystems-biodiversity-land-change,,internal,verified,Supplied Google Scholar profile copy,,308,READY - supported title and year
defining-fire-regime-in-palawan-philippines-using-satellite-based-fire-and-bur-7c7b5e85,"Defining Fire Regime in Palawan, Philippines using Satellite-based Fire and Burned Area Products",2026,"CP Canlas, AC Blanco",Philippines using Satellite-based Fire and Burned Area Products,other,10.2139/ssrn.6732050,https://doi.org/10.2139/ssrn.6732050,ariel-c-blanco,climate-hazards-resilience|ecosystems-biodiversity-land-change,earth-observation-remote-sensing,internal,verified,Supplied Google Scholar profile copy,,219,READY - supported title and year
delineation-and-extraction-of-information-on-farm-to-market-roads-fmr-using-ve-7bb793a6,Delineation and Extraction of Information on Farm-to-Market Roads (FMR) using Very High-Resolution (VHR) Satellite Image,2026,"AA Nerves, AMP Piano, ALS Arias, AJC Sabuito, AC Blanco","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,ariel-c-blanco,urban-sustainable-systems,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,,166,READY - supported title and year
development-and-application-of-coconut-vegetation-indices-cvis-for-rapid-and-a-15d0885b,"Development and Application of Coconut Vegetation Indices (CVIs) for Rapid and Accurate Coconut Mapping Using Sentinel-2 Images: A Case Study of Quezon Province, Philippines",2026,"JEJ Malangis, AC Blanco, AM Tamondong","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,10.5194/isprs-annals-x-5-w4-2025-323-2026,https://doi.org/10.5194/isprs-annals-x-5-w4-2025-323-2026,ariel-c-blanco|ayin-m-tamondong,ecosystems-biodiversity-land-change,earth-observation-remote-sensing|geovisualization-decision-support,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"168,285",READY - supported title and year
development-of-a-gis-based-socio-spatial-quality-index-for-assessing-urban-res-680c034b,Development of a GIS-Based Socio-Spatial Quality Index for Assessing Urban Resettlement Outcomes: A Case Study of Quezon City,2026,"JP Marco, SP Pascual, KAP Vergara, JM Medina","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,jommer-m-medina,urban-sustainable-systems,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,,335,READY - supported title and year
estimating-and-mapping-mangrove-aboveground-biomass-in-zambales-province-north-2c090856,"Estimating and Mapping Mangrove Aboveground Biomass in Zambales Province, Northwest Philippines using Ensemble Modeling on Fusion of Open Satellite Data​",2026,"CDC Zablan, AA Nerves, AC Blanco, S Salmo, RB Reyes",Northwest Philippines using Ensemble Modeling on Fusion of Open Satellite Data,other,10.2139/ssrn.6666088,https://doi.org/10.2139/ssrn.6666088,ariel-c-blanco,coastal-marine-systems|ecosystems-biodiversity-land-change,earth-observation-remote-sensing|environmental-spatial-modeling,internal,verified,Supplied Google Scholar profile copy,,220,READY - supported title and year
evaluating-machine-learning-algorithms-for-onion-mapping-in-nueva-ecija-philip-5d71450a,"Evaluating Machine Learning Algorithms for Onion Mapping in Nueva Ecija, Philippines Using Sentinel-2 Imagery",2026,"RR Diwa, AC Blanco","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,ariel-c-blanco,,earth-observation-remote-sensing|geoai-spatial-data-science,internal,source-supported,Supplied Google Scholar profile copy,,164,READY - supported title and year
floating-photovoltaic-potential-assessment-of-angat-reservoir-philippines-usin-97589dc4,"Floating Photovoltaic Potential Assessment of Angat Reservoir, Philippines using Remote Sensing and Geographic Information Systems",2026,"MG Lagan, HM Porlares, MRCO Ang, JED Escoto","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information …",other,,,john-emmanuel-d-escoto,urban-sustainable-systems,earth-observation-remote-sensing,internal,source-supported,Supplied Google Scholar profile copy,,318,READY - supported title and year
green-green-grass-of-home-a-gis-based-analysis-of-greenspace-accessibility-in-7d788fa9,"Green, Green Grass of Home: A GIS-Based Analysis of Greenspace Accessibility in Quezon City",2026,"CJB Streegan, AC Blanco, JM Medina","The International Archives of the Photogrammetry, Remote Sensing and Spatial …",other,,,ariel-c-blanco|jommer-m-medina,ecosystems-biodiversity-land-change|urban-sustainable-systems,gis-spatial-analytics,internal,source-supported,Supplied Google Scholar profile copy,Deduplicated from 2 identical title/year source rows.,"163,334",READY - supported title and year
